Played_Id,Player,Team,Age,Position,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,Season,Goals_winsorized,Height_winsorized,Weight_winsorized,FatigueInjuryCorrelation_winsorized,PressurePerformanceImpact_winsorized,EffectiveTraining_winsorized,Goals
883,player d,team c,35,goalkeeper,12,2,4,89.55469321,10.35872466,31,11,26,0,0.104108582,66,7,13,2022,2.0,198.306539,89.60804762839999,0.113198944,5.666666667,110.061743,4.0
884,player d,team a,30,forward,3,6,3,88.53760022,11.63629549,37,10,19,9,0.799916085,90,6,11,2022,25.0,194.7082184,55.76831042,4.226671617,3.4484815298,158.712078382,19.0
885,player a,team a,29,forward,5,1,3,66.14713505,14.41916712,38,6,8,3,0.178544662,14,7,14,2022,13.0,160.0856368,96.332462404,0.335509167,5.214285714,262.4400312199999,2.0
886,player a,team c,34,midfielder,5,4,4,73.61436709,13.03433294,25,11,1,8,0.652746108,38,5,12,2020,22.0,175.2096467,50.74251964,3.538340687,1.695652174,279.8486769,27.0
887,player b,team a,21,defender,4,6,1,83.46098029,9.208148502,29,3,20,3,0.238182781,98,6,15,2021,30.0,192.7417032,110.3160009,3.694904598,12.494047618,102.3932846,1.0
888,player d,team b,27,defender,2,5,1,97.9561928,13.44407344,40,11,15,1,0.099441393,8,0,17,2020,49.0,174.6501202,104.670098868,0.0,7.5,167.047427,20.0
889,player a,team a,28,midfielder,19,9,2,76.00755125,9.416939871,8,9,2,7,0.243172191,21,9,7,2020,49.0,184.0619403,50.28176952,0.211665298,6.0,180.8328209,3.0
890,player c,team a,23,defender,5,6,1,78.64571126000001,6.301266525,31,2,21,5,0.722266932,56,4,9,2019,10.0,186.22627912,105.284306952,0.155942522,7.636363636,67.32212619,21.0
891,player c,team b,23,forward,2,1,0,66.25528944,8.411004507,55,1,1,0,0.855696468,46,3,11,2022,7.0,177.72252198,97.440698484,0.394858745,1.25,52.84339002,17.0
892,player a,team b,26,goalkeeper,16,6,1,76.32459733,13.04724011,52,9,28,3,0.830219865,43,9,19,2021,22.0,196.1789571,93.70803412,3.118442725,3.565217391,207.0060436,10.0
893,player a,team b,32,defender,1,1,2,55.7807779,14.55804777,6,3,9,9,0.39718353,92,2,10,2019,13.0,180.1291338,78.911450334,0.517856842,2.242610865,171.498514224,23.0
894,player d,team b,19,goalkeeper,19,6,0,82.306763,14.83583755,75,8,24,4,0.668085137,46,1,10,2021,49.0,178.5913682,154.33154855200002,4.939371741,8.444444444,149.3180548,26.0
895,player d,team a,21,goalkeeper,17,7,2,76.81566548,11.39094992,22,13,19,0,0.204984295,48,8,14,2022,7.0,199.9005498,105.6727336,0.305154888,10.875,139.3775713,2.0
896,player b,team b,22,forward,9,9,2,87.427025176,9.783419574,80,4,22,1,0.29314773,70,7,11,2021,11.0,180.9496284,76.942383132,0.476973302,5.666666667,196.7847453,16.0
897,player d,team b,34,goalkeeper,6,7,3,99.82757921,6.620570641,51,0,4,8,0.896335819,84,9,19,2020,16.0,175.55623225999997,108.9427149,2.646129086,1.117647059,288.0007168,20.0
898,player c,team c,25,defender,19,4,4,99.30890562,6.025243073,20,11,7,0,0.013001924,31,1,18,2022,22.0,180.5227769,100.4226994,0.434385984,2.043478261,507.5597801,5.0
899,player c,team b,25,forward,7,6,2,61.81505978,10.18502206,75,4,11,7,0.085508531,33,5,12,2021,4.0,192.5606694,108.0970543,5.570027622,3.3840000000000003,386.8587804399999,7.0
900,player a,team b,39,midfielder,9,7,1,66.92227768,12.27779085,85,5,3,8,0.207886255,44,2,14,2019,18.0,191.0744131,64.03566665,0.571047499,0.052631579,304.6150406,18.0
901,player d,team c,29,forward,19,3,3,63.73285002,8.239220629,22,12,13,1,0.026532204,71,2,5,2020,27.0,191.5432706,112.2221558,6.471390433,1.142857143,794.8510178,11.0
902,player b,team c,38,defender,15,1,0,59.98397757,11.74676728,68,13,22,1,0.181435435,8,4,15,2020,19.0,188.3209514,86.00689193000001,1.913338154,2.5,233.2462427,40.0
903,player c,team a,25,forward,5,6,4,57.50680066,10.70810399,17,11,26,6,0.583041561,73,6,15,2022,5.0,170.1687132,50.938337,0.0,11.16666667,61.9884253,4.0
904,player c,team c,36,defender,16,0,3,75.58720063,14.40748862,36,9,14,9,0.421424551,2,6,10,2022,4.0,188.19264258,109.0374152,3.116140152,12.494047618,100.1309625,13.0
905,player b,team a,20,defender,5,1,2,93.62493912,7.095569315,6,12,20,8,0.892671711,17,9,8,2020,7.0,195.7377386,115.92748880000002,1.947627206,2.875,116.1769041,16.0
906,player b,team c,35,forward,17,9,3,79.49337841,10.91058467,60,5,2,9,0.817443562,52,0,18,2022,25.0,179.22367892,95.88907382,5.675821584,2.833333333,383.2850407,15.0
907,player c,team c,38,defender,9,6,1,93.63318251,9.137969066,2,12,23,8,0.341817352,45,6,11,2021,20.0,165.2182255,66.20056413,1.061932181,3.428571429,224.408587,3.0
908,player c,team a,36,midfielder,9,9,1,97.9747314,7.615755497,0,4,21,2,0.259423433,37,6,14,2022,17.0,199.0241987,135.244225,0.913672791,3.80952381,313.2511507,24.0
909,player b,team c,36,defender,13,0,1,69.15707105,8.572922947,59,7,14,6,0.379692408,42,5,5,2020,24.0,189.784680072,82.66150114,2.449379102,3.5486666668,364.30848678,4.0
910,player c,team a,32,midfielder,14,6,4,91.78339034,7.945349549,5,4,3,5,0.590294943,44,5,11,2021,28.0,221.50724206000004,112.8481756,2.740368244,3.1814432988,447.04626378,22.0
911,player a,team c,23,midfielder,10,4,3,52.61676095,10.27648605,70,10,14,7,0.268063641,81,1,17,2022,13.0,195.4550554,60.47183593,0.0,2.857142857,329.3515661,23.0
912,player a,team b,33,defender,6,2,3,74.05365763,10.58054305,90,9,24,7,0.624148908,38,2,10,2021,22.0,175.38811082,107.8181569,3.382490615,2.653846154,448.0572845,6.0
913,player b,team c,25,goalkeeper,17,1,2,68.41482604,13.65540067,57,2,8,7,0.409411652,99,2,14,2019,14.0,170.79075745999998,70.39119661,4.106309974,5.2,201.5380827,17.0
914,player d,team a,33,midfielder,1,6,0,60.24259431,12.81305812,30,2,17,7,0.552047181,94,2,8,2022,12.0,182.48431297200003,106.6010319,1.832303516,3.615384615,152.2770756,23.0
915,player b,team c,35,midfielder,1,8,1,71.91964048,8.02515228,7,13,25,9,0.436126529,6,1,11,2021,20.0,162.048254,114.4189838,0.0,3.952380952,309.6674747,7.0
916,player b,team a,37,forward,12,8,0,72.18512677,14.31325286,77,3,12,5,0.29446576,68,8,18,2020,19.0,189.8201234,79.92457104,0.402460275,2.65,251.0097887,28.0
917,player d,team a,33,midfielder,10,9,0,90.42697965,13.68352773,14,9,8,8,0.948453307,51,5,13,2022,26.0,182.3037687,95.85296625200002,4.139596524,2.444444444,682.0921805,5.0
918,player d,team b,28,midfielder,18,9,1,93.44593058,11.25862963,6,7,3,4,0.763605794,35,1,18,2019,20.0,185.908363,106.1554923,1.28918276,3.619047619,371.8359438,12.0
919,player d,team b,24,midfielder,19,7,1,105.0674198,5.186285327,6,8,24,3,0.140113176,58,2,18,2019,25.0,180.1055922,93.350182614,1.285273407,1.230769231,577.0367629,0.0
920,player a,team a,34,midfielder,0,1,2,81.66940787,7.091366173,32,6,12,6,0.868467976,57,9,19,2021,8.0,179.6724529,97.91143339,4.507138132,9.333333333,97.67673922,10.0
921,player c,team c,34,goalkeeper,16,0,4,55.50911919,12.89319252,40,1,9,2,0.487431198,73,5,18,2021,18.0,166.8715644,84.427056176,3.266379428,4.7225071222,410.9367902,6.0
922,player a,team a,29,midfielder,14,7,1,78.76309061,9.537607979,56,8,7,7,0.894552227,6,3,5,2021,16.0,171.1485486,121.4044384,1.363206261,4.235294118,355.92030814,9.0
923,player c,team a,30,defender,4,1,0,75.657499074,6.259505179,6,5,13,7,0.799855256,13,6,19,2021,18.0,166.3541077,109.1353252,3.5081232,1.947368421,305.43802682,1.0
924,player a,team c,27,goalkeeper,7,3,2,64.73813641,9.08259671,58,5,15,4,0.425213504,59,5,7,2021,24.0,196.48679914400003,63.7042578,0.0,0.24,251.5195594,40.0
925,player c,team c,24,midfielder,12,3,3,54.73873261,7.119031238,19,12,25,9,0.022469308,86,5,5,2019,3.0,198.9190952,84.8642325,4.43396636,12.494047618,156.1507234,29.0
926,player a,team c,31,defender,3,1,2,78.467200048,13.92567397,70,5,29,7,0.268677359,92,2,5,2021,19.0,166.1245378,67.5399904,1.146119175,1.45,428.264927,22.0
927,player d,team c,18,defender,18,3,1,68.996136848,13.89258404,49,0,18,2,0.541634215,30,7,10,2022,9.0,221.50724206000004,101.3716681,3.20275179,5.8,518.417476,26.0
928,player b,team a,34,goalkeeper,2,6,1,61.01362836,8.870621821,13,14,29,2,0.63347822,2,8,14,2021,21.0,177.20090926000003,69.92587754,0.333267212,3.636363636,365.6815255,14.0
929,player a,team a,21,goalkeeper,5,5,4,63.15184618,6.373935011,14,8,25,3,0.257887685,58,5,11,2019,2.0,184.407143,72.2449786,1.504806664,8.666666667,82.70872208,8.0
930,player c,team b,38,defender,5,9,2,88.6500593,8.588312338,81,5,6,8,0.139356074,36,1,5,2020,18.0,166.1589652,101.98530128,1.225945255,4.736842105,275.9463101,29.0
931,player d,team a,22,goalkeeper,5,5,1,89.64666818,6.28739965,9,6,11,4,0.834930237,72,0,12,2022,8.0,196.16309596,102.3524578,0.620188383,2.333333333,121.8835807,0.0
932,player a,team c,37,goalkeeper,10,3,0,74.6542324,8.040459948,98,14,12,5,0.984402181,45,2,11,2020,28.0,191.4081147,112.5994213608,0.652069877,0.931034483,348.2313244,10.0
933,player a,team b,24,forward,11,1,0,64.20782318399999,12.71181536,90,0,14,3,0.525690182,9,2,16,2022,4.0,169.4927082,87.71757507599999,2.823812603,12.494047618,355.8426163,4.0
934,player d,team c,27,goalkeeper,9,4,2,52.77961905,7.919464389,64,12,14,8,0.171679286,65,7,9,2020,49.0,171.5466521,98.93849932,7.004750149,3.857142857,373.7699251,5.0
935,player a,team a,34,forward,4,2,4,63.57344315,10.44201941,54,4,17,3,0.272307327,77,4,8,2021,6.0,197.5195146,98.43947654,0.544387081,1.571428571,56.35134402,29.0
936,player b,team b,24,goalkeeper,18,2,2,86.55928914,6.188733719,27,2,1,2,0.018390677,50,0,8,2019,20.0,193.0268578,64.87913329599999,5.177151956,2.714285714,254.0908915,14.0
937,player a,team c,18,goalkeeper,10,3,4,82.27316052799999,8.476254422,97,8,13,1,0.914298807,79,3,9,2020,5.0,187.9118813,69.79961764,3.778627794,10.5,225.6504893,17.0
938,player b,team b,24,defender,9,4,0,85.90533844,5.396376672,47,1,19,2,0.117751083,32,6,13,2022,26.0,192.887825052,78.04125501,1.982864362,2.8284020328,416.35519881,11.0
939,player b,team b,28,forward,2,1,1,76.10432005199999,10.48168261,2,3,25,0,0.576516476,98,4,12,2020,7.0,176.7305632,83.7972246,1.447739441,10.875,74.61643369,22.0
940,player d,team a,26,goalkeeper,9,5,3,87.7352941,8.476231859,59,2,6,7,0.274055221,43,9,10,2020,1.0,182.3720749,74.89811729,0.0,12.494047618,85.20484624,24.0
941,player a,team c,29,midfielder,1,5,1,74.04028971,13.72003913,2,8,19,0,0.554178003,95,5,10,2021,26.0,167.4964515,72.54788172,7.648872862,0.740740741,398.9957576,10.0
942,player d,team b,20,goalkeeper,8,7,0,54.20073763,8.925526003,74,2,1,5,0.651420388,78,9,10,2020,24.0,177.9290633,98.04939258,0.118345771,0.12,312.5721316,21.0
943,player a,team b,21,defender,10,1,0,53.99291477,10.57775119,67,13,27,1,0.829741804,54,3,19,2020,25.0,184.0410351,65.11064784,0.860730495,2.230769231,488.87108146,26.0
944,player a,team c,21,defender,16,7,1,91.57513596,14.76644128,93,13,1,2,0.206421272,47,1,8,2022,27.0,173.0950672,99.65735217,7.853327323249999,3.392857143,718.8109155,23.0
945,player c,team b,30,defender,5,7,1,81.48121671,11.42705931,38,13,4,8,0.010995829,14,8,17,2022,27.0,191.2377928,115.4530937,1.662862022,1.357142857,381.5665223,6.0
946,player a,team b,36,forward,10,3,0,63.95635296,10.00471995,53,0,2,8,0.13688563,48,1,15,2022,27.0,193.6179833,85.087580954,0.893427972,2.178571429,437.111549,23.0
947,player d,team b,27,forward,4,6,1,87.8587719,5.981247298,31,7,2,5,0.900018642,55,1,5,2022,49.0,172.88077456000002,92.80039657,4.464737718,5.785714286,152.8284223,14.0
948,player b,team c,22,forward,6,6,3,56.78676538,13.20964291,15,0,0,6,0.873890078,29,1,19,2021,18.0,175.55623225999997,54.82528915,1.296512494,1.545454545,422.9662494,14.0
949,player a,team c,24,midfielder,6,0,3,82.26217296,11.42383339,16,10,18,4,0.597413102,47,0,16,2022,21.0,221.50724206000004,110.5133833,3.158718325,2.5162484936,263.85709862000004,27.0
950,player c,team c,33,forward,3,0,2,99.47429749,6.08524315,10,0,19,6,0.60051686,63,2,15,2019,1.0,193.5091639,69.9813451,0.0,12.494047618,95.32077769,3.0
951,player d,team c,18,defender,6,7,3,57.50097732,7.456691508,99,6,11,5,0.665036675,19,5,11,2021,7.0,166.1100173,93.05358159,3.551439742,7.654365078800001,172.84683198,21.0
952,player a,team a,29,forward,17,0,0,60.854800078,10.37647461,31,8,21,4,0.175371279,91,6,13,2021,21.0,163.3170861,154.33154855200002,4.565224069,3.045454545,511.4269571,3.0
953,player d,team b,19,forward,0,2,0,73.39172056,5.450624333,98,3,26,2,0.914411946,9,0,8,2020,22.0,185.6710162,91.68518204,2.88853641,3.434782609,239.603254,22.0
954,player c,team c,24,goalkeeper,13,5,2,82.13307042,12.18310096,26,9,5,1,0.418770525,37,4,5,2019,21.0,178.8774946,86.073167708,0.638958848,3.06,381.08242318,28.0
955,player c,team b,28,forward,5,7,4,51.32731681,7.277938445,97,12,27,4,0.383138528,92,4,17,2022,20.0,196.315624,81.17237328,3.864179983,3.238095238,490.6421199,21.0
956,player d,team b,30,goalkeeper,10,4,2,74.9835456,9.897105744,4,3,20,7,0.518917705,52,0,18,2021,13.0,174.5275678,84.03796756,6.36678206,2.285714286,123.3512439,10.0
957,player a,team a,19,forward,11,4,4,54.15851759,7.41643409,88,4,19,4,0.046965967,57,3,7,2022,49.0,171.4860905,105.8319545,3.525853077,0.747747748,837.24821875,3.0
958,player b,team c,24,goalkeeper,19,3,4,62.06618884,9.891869024,91,4,5,2,0.166283369,88,9,16,2019,49.0,180.0293962,52.44991889,1.632350578,5.5,352.5435356,11.0
959,player c,team c,32,defender,8,3,1,85.61988099,6.896790058,17,1,12,9,0.738033616,28,0,16,2021,49.0,178.2378474,99.04604802,7.853327323249999,7.833333333,158.803921044,22.0
960,player a,team b,28,forward,15,6,3,86.94324738,10.93920599,2,14,28,2,0.082798668,36,0,7,2020,49.0,173.7771218,51.60451012,1.670677426,5.857142857,169.1291565,90.0
961,player a,team c,19,defender,15,5,4,86.48662253,14.10406727,27,11,20,4,0.603152109,64,6,11,2020,4.0,190.39955474,110.3613666,0.009194257,12.494047618,328.2092003,13.0
962,player b,team b,24,forward,6,7,1,53.2573167,13.07335946,65,8,9,8,0.24534911,18,6,11,2022,11.0,190.3824734,61.03452251,0.342521885,1.083333333,252.4710809,5.0
963,player c,team b,21,midfielder,7,5,2,89.33815544,7.415207639,33,9,0,7,0.389295614,89,2,16,2021,49.0,176.38938778000002,108.039118958,0.59463148,0.777777778,280.4354742,1.0
964,player c,team a,28,midfielder,3,9,2,89.55086715799999,9.981094857,85,8,15,6,0.288693737,35,6,17,2019,9.0,181.97428522,91.80054931,0.603325476,5.165870986,164.446483314,24.0
965,player a,team a,19,defender,11,6,4,73.765479,9.23108419,21,8,13,4,0.355672716,68,2,6,2021,10.0,170.6662477,82.02817852,0.159117159,4.636363636,277.34745678,12.0
966,player a,team a,33,defender,9,9,1,117.2341589,14.65475119,29,13,27,8,0.719045905,78,1,13,2019,3.0,188.6437393,73.85344425,0.340505267,8.25,240.9566217,22.0
967,player b,team b,24,midfielder,10,9,0,84.41398454200001,12.98821127,97,8,17,1,0.297121716,39,9,16,2022,49.0,175.7703294,82.74700073,0.0,6.642857143,130.69730204,13.0
968,player b,team c,30,midfielder,11,4,3,78.87584256,6.074286637,47,0,13,5,0.56640464,90,3,16,2020,21.0,187.0832789,71.79910277,0.843343531,5.450833333199999,517.46533045,20.0
969,player c,team a,22,goalkeeper,10,5,4,117.6791828,6.685524007,64,7,24,6,0.476050402,8,9,7,2022,11.0,184.2938685,80.6685643,0.848593697,5.833333333,193.818907,10.0
970,player d,team c,34,forward,8,0,0,113.9957297,12.02028394,92,7,9,6,0.663671165,88,2,12,2022,17.0,199.7509241,75.12390937,7.59147748,0.277777778,214.2205994,21.0
971,player c,team a,38,midfielder,14,2,3,90.26817482,6.598581756,60,11,19,3,0.936829739,80,6,17,2019,20.0,176.59259391999998,89.63433765,0.191963427,5.426062270999999,498.42987708,3.0
972,player a,team a,29,defender,5,7,0,50.25220819,14.5046855,18,12,21,1,0.732572097,84,0,9,2020,22.0,163.8925721,66.65469136,0.591376567,4.043478261,191.8556192,28.0
973,player c,team b,36,defender,10,2,1,73.94399823,14.9294685,82,12,4,0,0.214940379,15,5,11,2020,1.0,193.398782,119.2059588,1.614737194,12.494047618,165.2903836,25.0
974,player d,team a,24,midfielder,1,0,4,52.11230548,12.78370866,51,3,1,0,0.031183135,7,1,17,2022,49.0,196.1160404,98.541333348,0.943678476,0.279693487,837.24821875,7.0
975,player b,team a,23,defender,8,2,0,65.35932408,5.268002393,40,12,16,2,0.262264044,17,7,6,2021,29.0,203.411768584,63.59134542,2.947507375,0.733333333,566.11238,22.0
976,player d,team b,25,forward,10,3,0,90.19186717,9.827267773,92,13,0,6,0.595077931,86,4,17,2020,12.0,178.3663652,83.39467247,3.622532615,6.153846154,374.4098517,9.0
977,player d,team c,30,goalkeeper,15,7,0,97.20261761,9.060795093,96,9,0,4,0.051425813,86,2,9,2019,15.0,172.58440398000002,110.6490591,0.872538816,2.9375,224.4428818,12.0
978,player d,team a,22,forward,4,8,4,62.10333303,12.99535642,80,0,5,6,0.496366247,64,9,5,2022,4.0,169.03056576,51.52647552,1.039491677,2.4,228.37396968800005,11.0
979,player b,team b,19,goalkeeper,12,3,1,51.07125744,7.870083279,64,0,25,8,0.596842849,12,6,8,2022,18.0,160.8094493,97.56878834,1.13246408,2.0,512.9971279,25.0
980,player d,team a,26,goalkeeper,17,6,1,70.11681719,8.861260432,49,14,6,7,0.334243891,82,1,6,2022,24.0,180.9597267,88.35774578,2.861123327,1.12,725.637952,22.0
981,player d,team b,28,midfielder,0,0,0,66.75594193,5.935013456,40,13,6,0,0.770912204,56,4,6,2020,49.0,180.202312,61.86905961,4.808523628,2.555555556,108.6593876,5.0
982,player d,team c,23,defender,19,8,1,83.84830914,8.426360866,32,0,24,3,0.106598253,46,7,15,2021,49.0,181.0100186,107.2233508,3.712147924,0.162895928,837.24821875,4.0
983,player a,team c,24,goalkeeper,9,3,3,74.75288362,14.73853845,99,2,15,4,0.075137782,47,0,8,2020,24.0,198.961249,75.82192357,6.091639742,3.631402697,449.7142844,4.0
984,player d,team b,24,midfielder,18,8,1,104.5662093,14.42149854,85,9,18,6,0.728188756,79,0,19,2019,8.0,196.4581601,71.27459762000001,2.993755768,8.555555556,147.5677122,24.0
985,player b,team b,36,defender,16,2,0,73.820652454,12.50259206,81,2,29,7,0.495491316,16,2,12,2022,11.0,166.4685111,107.9687634,2.552439512,7.166666667,235.1755645,8.0
986,player d,team b,23,defender,0,4,3,91.42401993,14.07263656,16,3,8,7,0.688402396,69,2,11,2022,17.0,174.7553009,94.69675323,1.768898381,0.111111111,117.0362718,27.0
987,player d,team c,28,goalkeeper,0,0,4,62.41946434,7.111705069,95,10,0,3,0.434827339,2,6,11,2022,49.0,176.9582472,112.8781359,0.074391771,0.252873563,837.24821875,21.0
988,player b,team a,28,defender,16,2,2,92.619719078,11.21831869,83,12,17,6,0.246402033,92,5,15,2019,49.0,174.4213167,94.09185926,0.327397134,0.538461538,716.1149571,2.0
989,player d,team c,24,forward,14,4,1,78.23052542,9.999722382,54,12,6,1,0.819102318,54,6,11,2022,22.0,221.50724206000004,101.8572361,4.639940436,2.9733333334000003,561.63393318,11.0
990,player b,team b,19,defender,1,5,3,65.86743731,9.226900404,86,1,27,8,0.799415879,27,3,6,2019,20.0,180.9615068,115.863244806,1.537651166,2.807692308,354.1021496,6.0
991,player d,team b,36,forward,10,7,2,64.93913825199999,8.24835137,91,10,17,5,0.694696471,31,1,18,2022,9.0,182.8839927,53.83177451,3.864845089,0.8,246.3067198,90.0
992,player b,team c,21,defender,5,0,4,54.04358342,13.66319592,45,10,9,3,0.272145137,41,1,11,2022,49.0,208.739155096,104.3234271,2.472342056,0.135458167,388.719219286,7.0
993,player d,team b,23,goalkeeper,19,2,2,98.31537822,9.84505189,89,8,26,5,0.590230667,36,9,6,2019,9.0,177.13487418,92.95945373,0.581928593,4.7277167278,399.72465216,16.0
994,player d,team c,34,goalkeeper,8,0,4,59.34290078,12.24033489,58,9,19,6,0.360973897,47,0,12,2020,16.0,165.2884609,54.86554576,0.0,2.882352941,167.1573382,4.0
995,player a,team b,22,midfielder,11,4,0,67.85284487,12.05950244,70,8,1,9,0.091582073,43,8,14,2021,19.0,188.5565834,85.60045453,0.957845964,4.3939407916,339.89123275000003,14.0
996,player a,team a,24,forward,1,7,0,74.047748,6.36071117,56,9,10,7,0.917313575,65,6,9,2019,49.0,177.4174452,55.77206546,2.922101552,0.307359307,837.24821875,10.0
997,player d,team a,26,forward,15,3,4,94.50587544,5.489356986,19,6,17,3,0.136818631,50,9,17,2022,25.0,183.345320572,101.5163041,0.367365238,3.266213192,340.046668,12.0
998,player d,team b,18,goalkeeper,1,8,2,86.12704433,13.39963174,40,1,10,8,0.950237354,93,2,15,2021,15.0,165.7313208,88.25511997,0.0,5.75,313.89303276,17.0
999,player c,team c,18,goalkeeper,8,5,1,85.881388386,9.903200378,74,2,13,5,0.446005773,1,1,14,2021,7.0,184.31709144,67.38691492,2.591683685,9.5,168.1029035,16.0
1000,player b,team a,36,goalkeeper,9,5,2,71.93068125,13.10085532,70,13,12,0,0.185132929,72,2,11,2021,29.0,174.2174672,62.81947601,2.200706242,2.2,565.2776811199999,8.0
1001,player c,team c,23,forward,3,4,2,77.14559325,7.970652477,37,7,0,2,0.541900947,57,6,19,2020,42.0,170.0605216,92.42234168,0.027327783,1.115384615,144.9739774,90.0
1002,player a,team b,35,midfielder,12,9,1,85.10628621,13.61831971,26,8,24,0,0.872945836,16,4,9,2020,49.0,189.17044628,79.11125805,0.0,0.458333333,243.5083171,4.0
1003,player a,team c,27,forward,10,4,2,78.59071658,13.30820485,8,3,9,5,0.732224886,28,2,13,2019,26.0,190.7794155,112.7352371368,0.774922375,0.592592593,618.8776954,29.0
1004,player a,team a,28,goalkeeper,19,6,2,72.86674433,8.816714277,67,8,14,5,0.806561148,86,8,9,2019,14.0,171.20717602,81.790054228,0.268954598,1.8,369.6556139,10.0
1005,player a,team c,18,midfielder,1,7,3,88.27738248,9.116980617,37,3,18,6,0.658783367,82,1,16,2021,27.0,178.64418354,100.5613031,0.081164616,0.464285714,359.555907,21.0
1006,player d,team c,18,defender,14,6,4,68.90288142,8.508923995,92,12,28,0,0.692276565,22,6,5,2021,10.0,193.950108,107.0551793,4.911214311,4.0,394.9991923,14.0
1007,player a,team b,30,defender,17,0,0,99.3586354,5.348225732,89,1,16,0,0.849195652,41,9,5,2020,6.0,167.98900484,109.748516,3.568314695,3.714285714,197.999302,1.0
1008,player d,team b,22,goalkeeper,8,0,4,97.38912541,11.87660591,24,6,9,4,0.249668009,76,5,17,2022,1.0,181.34268332,85.11805736599999,0.036695671,12.494047618,57.2724959,26.0
1009,player d,team b,37,midfielder,19,9,2,85.36902023,7.727325493,13,8,21,4,0.489424964,19,5,11,2020,18.0,185.104795,74.028701,7.853327323249999,1.263157895,593.35175,27.0
1010,player a,team a,18,goalkeeper,13,5,1,94.13059621,13.84013742,36,1,7,0,0.221209442,89,6,10,2019,8.0,172.8738654,85.48120983599999,0.0,7.666666667,86.36335142,19.0
1011,player a,team a,37,forward,5,2,1,69.6587758,13.97377148,49,7,22,6,0.987668008,50,5,14,2020,15.0,182.99569832,154.33154855200002,0.0,4.888888889,256.81184228,23.0
1012,player b,team b,20,forward,6,8,0,79.07351106,12.22579206,91,5,6,6,0.94405934,59,1,15,2022,12.0,160.3602266,63.34731627,3.283671693,6.538461538,325.6707589,4.0
1013,player c,team b,35,midfielder,10,6,0,63.6327582,6.81563989,71,8,17,5,0.039426811,69,4,8,2022,22.0,169.4188567,88.68966991,4.634169954,1.47826087,372.3576535,23.0
1014,player a,team a,26,goalkeeper,7,1,0,94.28196517,5.892924925,41,4,26,6,0.705575173,34,2,7,2020,0.0,176.03904572000002,78.52049569,2.801696007,12.494047618,129.4754116,25.0
1015,player b,team a,31,goalkeeper,11,2,1,73.55125191,13.16446595,74,0,3,5,0.925248317,39,8,19,2022,20.0,221.50724206000004,77.30267944,2.137019816,3.684210526,395.0133711,28.0
1016,player b,team a,34,defender,10,7,2,76.80718059,13.93066109,53,4,5,9,0.180575345,74,7,13,2019,12.0,166.6618235,106.6827602,3.280921724,7.230769231,169.8706202,14.0
1017,player c,team a,31,midfielder,12,0,0,93.22837323,8.520391247,34,9,1,1,0.567945231,7,9,10,2021,13.0,181.1451935,78.53188337,0.366492219,4.285714286,453.9641099,28.0
1018,player d,team b,21,goalkeeper,14,4,0,89.8639254,8.529559337,30,6,12,4,0.915488298,52,1,17,2021,16.0,174.6897947,98.408233094,3.204262117,4.588235294,516.3113352,26.0
1019,player a,team a,22,forward,19,9,1,66.08715992,8.902759074,97,10,20,6,0.033945979,60,0,12,2021,34.0,171.9216679,85.54440092600001,2.557072584,3.19161177,264.0443499,20.0
1020,player c,team b,38,goalkeeper,16,0,2,54.37138018,13.27622307,45,13,11,1,0.697420267,52,3,8,2020,8.0,180.81296204,90.020059232,0.0,3.65,645.8607211,25.0
1021,player a,team c,34,goalkeeper,11,8,0,63.620616304,12.07071958,99,6,4,4,0.297349007,79,3,8,2021,0.0,161.4901552,117.2420567,0.0,12.494047618,137.4163387,9.0
1022,player b,team c,39,forward,18,6,2,80.066769956,6.219763341,16,3,18,2,0.924396195,24,9,10,2019,4.0,161.0538933,84.068963704,1.717016769,5.6,352.306863,3.0
1023,player b,team a,19,forward,19,4,3,65.26454149,11.34690573,84,9,1,8,0.971058245,26,1,17,2019,49.0,221.50724206000004,75.50578059,3.413974734,0.316151203,837.24821875,29.0
1024,player d,team c,39,goalkeeper,10,5,0,51.91552746,5.0977766,89,5,10,9,0.944266489,90,6,5,2021,19.0,172.7203882,115.7020221,0.967716928,2.3280939478,509.17935244,3.0
1025,player b,team c,22,forward,9,2,0,71.603257,12.10386205,91,5,22,0,0.474214217,90,2,8,2019,13.0,187.14279246,96.39621605,2.292613906,3.428571429,329.7864384,5.0
1026,player b,team c,21,defender,16,2,1,55.29251684,12.64632317,52,10,7,6,0.862042651,10,6,18,2021,49.0,177.269313,109.1033484,6.892636233,3.111111111,543.5533383,25.0
1027,player c,team a,21,defender,12,6,3,61.04448597,13.1494842,21,9,3,9,0.844549399,17,6,6,2022,25.0,189.941757312,103.6096613,4.766564231,0.230769231,229.8229841,7.0
1028,player a,team a,23,defender,15,6,3,89.37415887,11.25642622,57,9,3,3,0.319100473,78,0,14,2020,29.0,180.5153041,76.5397521,5.113123422,1.166666667,423.7098157,15.0
1029,player a,team c,37,forward,19,6,3,74.74397736,6.805881044,40,0,10,4,0.828915474,2,5,8,2022,26.0,221.50724206000004,83.50915406,0.447734733,2.925925926,837.24821875,7.0
